"numprec","region","metro","relate","age","sex","race","marst","bpl","sch","educ99","empstat","classwkr","wkswork1","uhrswork","incwage","ftype","annhrs","hrwage","adj_ind","adj_occ2name"
6,"South Atlantic Division","In metro area, outside central / principal city","Head/Householder",54,"Male","Black nonhisp","Married, spouse present","United States","Advanced degree","Master's degree","At work","Local govt employee",52,43,55600,"Primary family",2236,24.8658313751221,"Real estate","Managers"
4,"Middle Atlantic Division","In metro area, central / principal city","Housemate/Roomate",40,"Male","Black nonhisp","Never married/single","Sudan","Bachelor's degree","Bachelor's degree","At work","Wage/salary, private sector",52,40,25000,"Secondary individual",2080,12.0192308425903,"Taxi and limousine service","Transportation and materials moving"
5,"South Atlantic Division","In metro area, outside central / principal city","Other Relatives",58,"Male","Hispanic","Never married/single","Ecuador","Grade 12","High school","At work","Wage/salary, private sector",52,40,16500,"Primary family",2080,7.932692527771,"Jewelry, luggage, and leather goods stores","Transportation and materials moving"
3,"South Atlantic Division","In metro area, outside central / principal city","Head/Householder",61,"Male","White nonhisp","Married, spouse present","United States","Some collage","Some collage","At work","Local govt employee",52,37,68000,"Primary family",1924,35.3430366516113,"Not avaliable","Office and Admin Support"
2,"South Atlantic Division","In metro area, outside central / principal city","Head/Householder",52,"Male","Black nonhisp","Married, spouse present","Haiti","Grade 12","12th grade","At work","Wage/salary, private sector",52,40,25000,"Primary family",2080,12.0192308425903,"Restaurants and other food services","Transportation and materials moving"
2,"West South Central Div.","In metro area, central / principal city","Head/Householder",43,"Male","Hispanic","Married, spouse present","Puerto Rico","Bachelor's degree","Bachelor's degree","At work","Local govt employee",52,45,36500,"Primary family",2340,15.5982904434204,"Veterinary services","Managers"
3,"New England Division","In metro area, central / principal city","Head/Householder",30,"Male","White nonhisp","Never married/single","Lithuania","Advanced degree","Professional degree","At work","Wage/salary, private sector",52,60,85000,"Primary family",3120,27.2435894012451,"Legal services","Lawyers, Judges,Physicans and dentists"
2,"South Atlantic Division","Central / Principal city status unknown","Head/Householder",63,"Male","White nonhisp","Married, spouse present","United States","Advanced degree","Master's degree","At work","Wage/salary, private sector",52,40,175000,"Primary family",2080,84.1346130371094,"Electrical lighting and electrical equipment manufacturing, and other electrical component manufacturing, n.e.c.","Managers"
2,"South Atlantic Division","Central / Principal city status unknown","Spouse",56,"Male","Other nonhisp","Married, spouse present","Burma","Bachelor's degree","Bachelor's degree","At work","Federal govt employee",52,40,50000,"Primary family",2080,24.0384616851807,"Postal Service","Office and Admin Support"
4,"East North Central Div.","In metro area, outside central / principal city","Head/Householder",41,"Male","Hispanic","Married, spouse present","Puerto Rico","Bachelor's degree","Bachelor's degree","At work","Federal govt employee",52,40,90000,"Primary family",2080,43.269229888916,"Not avaliable","Computer and Math Technicians"
2,"East South Central Div.","In metro area, outside central / principal city","Spouse",49,"Male","Other nonhisp","Married, spouse present","Philippines","Grade 12","High school","At work","Wage/salary, private sector",52,40,14400,"Primary family",2080,6.92307710647583,"Household appliance manufacturing","Production"
3,"Middle Atlantic Division","Not in metro area","Spouse",50,"Male","White nonhisp","Married, spouse present","United States","Bachelor's degree","Bachelor's degree","At work","Wage/salary, private sector",52,40,74000,"Primary family",2080,35.5769233703613,"Architectural, engineering, and related services","Managers"
4,"Middle Atlantic Division","Not in metro area","Child",27,"Male","Other nonhisp","Never married/single","United States","Associate's degree","Associate's degree 2","At work","Wage/salary, private sector",52,48,36000,"Primary family",2496,14.4230766296387,"Automobile dealers","Consruction, Extraction, Installation"
4,"East North Central Div.","Not in metro area","Head/Householder",47,"Male","White nonhisp","Married, spouse present","United States","Grade 12","High school","At work","Wage/salary, private sector",52,40,34000,"Primary family",2080,16.3461532592773,"Truck transportation","Transportation and materials moving"
3,"South Atlantic Division","In metro area, outside central / principal city","Head/Householder",53,"Male","White nonhisp","Married, spouse present","Peru","Bachelor's degree","Bachelor's degree","At work","Wage/salary, private sector",52,40,60000,"Primary family",2080,28.8461532592773,"Real estate","Managers"
2,"New England Division","Central / Principal city status unknown","Head/Householder",30,"Male","White nonhisp","Never married/single","United States","Grade 12","High school","At work","Wage/salary, private sector",52,40,24000,"Primary family",2080,11.5384616851807,"Banking and related activities","Office and Admin Support"
4,"Pacific Division","Central / Principal city status unknown","Unmarried Partner",25,"Male","White nonhisp","Never married/single","United States","Grade 10","10th grade","At work","Wage/salary, private sector",22,25,7000,"Secondary individual",550,12.7272729873657,"Management of companies and enterprises","Business Operators"
3,"West North Central Div.","In metro area, outside central / principal city","Head/Householder",30,"Male","White nonhisp","Divorced","United States","Associate's degree","Associate's degree 1","At work","Wage/salary, private sector",52,40,80000,"Primary family",2080,38.461540222168,"Clothing stores","Computer and Math Technicians"
5,"East North Central Div.","In metro area, central / principal city","Spouse",45,"Male","Hispanic","Married, spouse present","Mexico","Some collage","Some collage","At work","Wage/salary, private sector",52,50,42000,"Primary family",2600,16.1538467407227,"Metalworking machinery manufacturing","Protective Service adj_occupations"
1,"East South Central Div.","In metro area, central / principal city","Head/Householder",26,"Male","Black nonhisp","Never married/single","United States","Bachelor's degree","Bachelor's degree","At work","Wage/salary, private sector",25,45,25000,"Nonfamily householder",1125,22.2222213745117,"Clothing stores","Office and Admin Support"
2,"East South Central Div.","Not in metro area","Head/Householder",54,"Male","White nonhisp","Married, spouse present","United States","Grade 9","9th grade","At work","Wage/salary, private sector",52,40,22000,"Primary family",2080,10.5769233703613,"Construction","Consruction, Extraction, Installation"
4,"Mountain Division","Not in metro area","Head/Householder",30,"Male","Other nonhisp","Married, spouse present","United States","Some collage","Some collage","At work","Local govt employee",52,40,34000,"Primary family",2080,16.3461532592773,"Other amusement, gambling, and recreation industries","Computer and Math Technicians"
2,"Pacific Division","Not in metro area","Head/Householder",62,"Male","Other nonhisp","Married, spouse present","United States","Grade 9","9th grade","At work","Wage/salary, private sector",26,84,70000,"Primary family",2184,32.0512809753418,"Support activities for mining","Consruction, Extraction, Installation"
6,"New England Division","In metro area, outside central / principal city","Spouse",35,"Male","White nonhisp","Married, spouse present","United States","Advanced degree","Master's degree","At work","Wage/salary, private sector",52,45,135000,"Primary family",2340,57.6923065185547,"Insurance carriers and related activities","financial Operators"
3,"Mountain Division","In metro area, outside central / principal city","Head/Householder",51,"Male","Other nonhisp","Divorced","Philippines","Bachelor's degree","Bachelor's degree","At work","Wage/salary, private sector",52,36,50000,"Primary family",1872,26.7094020843506,"Hospitals","Computer and Math Technicians"
